plating_stk_no,model_no,version,brand,gender,pol_finish,jig_qty,traycate,ip_wiping,bath_type
8128YAA02,8128,A,SO,LAD,Buffed,312,Normal,No,Bright
8129YAA02,8129,A,SO,LAD,Buffed,312,Normal,No,Bright
8132NAA02,8132,A,SO,LAD,Buffed,180,Normal,No,Bright
8132SAA02,8132,A,SO,LAD,Buffed,220,Normal,No,Bright
8132YAA02,8132,A,SO,LAD,Buffed,220,Normal,No,Bright
8133NAA02,8133,A,SO,LAD,Buffed,220,Normal,No,Bright
8133SAA02,8133,A,SO,LAD,Buffed,312,Normal,No,Bright
8133YAA02,8133,A,SO,LAD,Buffed,312,Normal,No,Bright
8136SAA02,8136,A,SO,LAD,Buffed,220,Normal,No,Bright
8136YAA02,8136,A,SO,LAD,Buffed,220,Normal,No,Bright
8136NAB02,8136,B,SO,LAD,Buffed,220,Normal,No,Bright
8136SAB02,8136,B,SO,LAD,Buffed,220,Normal,No,Bright
8139SAA02,8139,A,SO,LAD,Buffed,312,Normal,No,Bright
8139YAA02,8139,A,SO,LAD,Buffed,312,Normal,No,Bright
8141NAA02,8141,A,SO,LAD,Buffed,180,Normal,No,Bright
8141SAA02,8141,A,SO,LAD,Buffed,144,Normal,No,Bright
8141YAA02,8141,A,SO,LAD,Buffed,144,Normal,No,Bright
8141NAB02,8141,B,SO,LAD,Buffed,180,Normal,No,Bright
8141QAB02/GUN,8141,B,SO,LAD,Buffed,180,Normal,No,Bright
8141SAB02,8141,B,SO,LAD,Buffed,180,Normal,No,Bright
8141WAB02,8141,B,SO,LAD,Buffed,180,Normal,No,Bright
8141YAB02,8141,B,SO,LAD,Buffed,180,Normal,No,Bright
8141NAC02,8141,C,SO,LAD,Buffed,180,Normal,No,Bright
8141SAC02,8141,C,SO,LAD,Buffed,180,Normal,No,Bright
8141WAC02,8141,C,SO,LAD,Buffed,180,Normal,No,Bright
8141YAC02,8141,C,SO,LAD,Buffed,180,Normal,No,Bright
8142SAA02,8142,A,SO,LAD,Buffed,220,Normal,No,Bright
8142YAA02,8142,A,SO,LAD,Buffed,220,Normal,No,Bright
8143SAA02,8143,A,SO,LAD,Buffed,220,Normal,No,Bright
8143YAA02,8143,A,SO,LAD,Buffed,220,Normal,No,Bright
8148SAA02,8148,A,SO,LAD,Buffed,312,Normal,No,Bright
8148YAA02,8148,A,SO,LAD,Buffed,312,Normal,No,Bright
8149YAA02,8149,A,SO,LAD,Buffed,312,Normal,No,Bright
8152SAA02,8152,A,SO,LAD,Buffed,220,Normal,No,Bright
8152WAA02,8152,A,SO,LAD,Buffed,220,Normal,No,Bright
8152YAA02,8152,A,SO,LAD,Buffed,220,Normal,No,Bright
8154SAA02,8154,A,SO,LAD,Buffed,144,Normal,No,Bright
8154SAB02,8154,B,SO,LAD,Buffed,144,Normal,No,Bright
8159SAA02,8159,A,SO,LAD,Buffed,144,Normal,No,Bright
8159SAB02,8159,B,SO,LAD,Buffed,144,Normal,No,Bright
8159WAB02,8159,B,SO,LAD,Buffed,144,Normal,No,Bright
8160SAA02,8160,A,SO,LAD,Buffed,220,Normal,No,Bright
8160WAA02,8160,A,SO,LAD,Buffed,220,Normal,No,Bright
8160YAA02,8160,A,SO,LAD,Buffed,220,Normal,No,Bright
8164NAA02,8164,A,SO,LAD,Buffed,144,Normal,No,Bright
8164SAA02,8164,A,SO,LAD,Buffed,144,Normal,No,Bright
8164WAA02,8164,A,SO,LAD,Buffed,144,Normal,No,Bright
8164NAB02,8164,B,SO,LAD,Buffed,144,Normal,No,Bright
8164SAB02,8164,B,SO,LAD,Buffed,144,Normal,No,Bright
8164WAB02,8164,B,SO,LAD,Buffed,144,Normal,No,Bright
8164SAC02,8164,C,SO,LAD,Buffed,144,Normal,No,Bright
8164WAC02,8164,C,SO,LAD,Buffed,144,Normal,No,Bright
8164NAD02,8164,D,SO,LAD,Buffed,144,Normal,No,Bright
8164SAD02,8164,D,SO,LAD,Buffed,144,Normal,No,Bright
8164WAD02,8164,D,SO,LAD,Buffed,144,Normal,No,Bright
8165SEA02,8165,A,SO,LAD,Buffed,144,Normal,No,Bright
8165WEA02,8165,A,SO,LAD,Buffed,144,Normal,No,Bright
8166NAA02,8166,A,SO,LAD,Buffed,180,Normal,No,Bright
8166QAA02/BRN,8166,A,SO,LAD,Buffed,180,Normal,No,Bright
8166WAA02,8166,A,SO,LAD,Buffed,180,Normal,No,Bright
8166YAA02/2N,8166,A,SO,LAD,Buffed,180,Normal,No,Bright
8166YAB02/2N,8166,B,SO,LAD,Buffed,180,Normal,No,Bright
8168NAA02,8168,A,SO,LAD,Buffed,220,Normal,No,Bright
8168QAA02/BRN,8168,A,SO,LAD,Buffed,220,Normal,No,Bright
8168WAA02,8168,A,SO,LAD,Buffed,220,Normal,No,Bright
8168YAA02/2N,8168,A,SO,LAD,Buffed,220,Normal,No,Bright
8169WAA02,8169,A,SO,LAD,Buffed,220,Normal,No,Bright
8169YAA02/2N,8169,A,SO,LAD,Buffed,220,Normal,No,Bright
8184SAA02,8184,A,SO,LAD,Buffed,180,Normal,No,Bright
8184WAA02,8184,A,SO,LAD,Buffed,180,Normal,No,Bright
8184YAA02,8184,A,SO,LAD,Buffed,180,Normal,No,Bright
8185NAA02,8185,A,SO,LAD,Buffed,220,Normal,No,Bright
8185QAA02/BRN,8185,A,SO,LAD,Buffed,220,Normal,No,Bright
8185SAA02,8185,A,SO,LAD,Buffed,220,Normal,No,Bright
8185WAA02,8185,A,SO,LAD,Buffed,220,Normal,No,Bright
8185YAA02,8185,A,SO,LAD,Buffed,220,Normal,No,Bright
8186NAA02,8186,A,SO,LAD,Buffed,220,Normal,No,Bright
8186WAA02,8186,A,SO,LAD,Buffed,220,Normal,No,Bright
8186YAA02,8186,A,SO,LAD,Buffed,220,Normal,No,Bright
8190NAA02,8190,A,SO,LAD,Buffed,144,Normal,No,Bright
8190QAA02/BLU/M,8190,A,SO,LAD,Buffed,144,Normal,No,Bright
8190QAA02/GUN,8190,A,SO,LAD,Buffed,144,Normal,No,Bright
8190SAA02,8190,A,SO,LAD,Buffed,144,Normal,No,Bright
8190WAA02,8190,A,SO,LAD,Buffed,144,Normal,No,Bright
8190NAC02,8190,C,SO,LAD,Buffed,144,Normal,No,Bright
8190QAC02/BRN,8190,C,SO,LAD,Buffed,144,Normal,No,Bright
8190QAC02/GUN,8190,C,SO,LAD,Buffed,144,Normal,No,Bright
8190SAC02,8190,C,SO,LAD,Buffed,144,Normal,No,Bright
8190WAC02,8190,C,SO,LAD,Buffed,144,Normal,No,Bright
87001NAB02,87001,B,SO,LAD,Buffed,144,Normal,No,Bright
87001QAB02/BR,87001,B,SO,LAD,Buffed,144,Normal,No,Bright
87001SAB02,87001,B,SO,LAD,Buffed,312,Normal,No,Bright
87001SAC02,87001,C,SO,LAD,Buffed,144,Normal,No,Bright
87001WAC02,87001,C,SO,LAD,Buffed,144,Normal,No,Bright
87001YAC02,87001,C,SO,LAD,Buffed,144,Normal,No,Bright
87001NAD02,87001,D,SO,LAD,Buffed,144,Normal,No,Bright
87001QAD02/BR,87001,D,SO,LAD,Buffed,144,Normal,No,Bright
87001WAE02,87001,E,SO,LAD,Buffed,144,Normal,No,Bright
87001YAE02,87001,E,SO,LAD,Buffed,144,Normal,No,Bright
87002SAB02,87002,B,SO,LAD,Buffed,312,Normal,No,Bright
87003SCB02,87003,B,SO,LAD,Bi-Finish,312,Normal,Yes,Semi bright
87005SAB02,87005,B,SO,LAD,Buffed,312,Normal,No,Bright
87005YAB02,87005,B,SO,LAD,Buffed,312,Normal,No,Bright
87006SAB02,87006,B,SO,LAD,Buffed,312,Normal,No,Bright
8919YAB02,8919,B,SO,LAD,Buffed,220,Normal,No,Bright
8926SAB02,8926,B,SO,LAD,Buffed,220,Normal,No,Bright
8943SAB02,8943,B,SO,LAD,Buffed,312,Normal,No,Bright
8944NAB02,8944,B,SO,LAD,Buffed,312,Normal,No,Bright
8944SAB02,8944,B,SO,LAD,Buffed,312,Normal,No,Bright
8959NAC02,8959,C,SO,LAD,Buffed,220,Normal,No,Bright
8959SAC02,8959,C,SO,LAD,Buffed,220,Normal,No,Bright
8959SBC02,8959,C,SO,LAD,Bi-Finish,220,Normal,Yes,Semi bright
8959YBC02,8959,C,SO,LAD,Bi-Finish,220,Normal,Yes,Semi bright
8960SAB02,8960,B,SO,LAD,Buffed,312,Normal,No,Bright
8960YAB02,8960,B,SO,LAD,Buffed,220,Normal,No,Bright
8965SAB02,8965,B,SO,LAD,Buffed,220,Normal,No,Bright
8965SBB02,8965,B,SO,LAD,Bi-Finish,180,Normal,Yes,Semi bright
8979BAB02,8979,B,SO,LAD,Buffed,312,Jumbo,No,Bright
8979NAB02,8979,B,SO,LAD,Buffed,220,Jumbo,No,Bright
8982SAB02,8982,B,SO,LAD,Buffed,312,Jumbo,No,Bright
8983SAB02,8983,B,SO,LAD,Buffed,312,Normal,No,Bright
90023BAC02,90023,C,TI,GEN,Buffed,144,Jumbo,No,Bright
90023SAC02,90023,C,TI,GEN,Buffed,144,Jumbo,No,Bright
90023YAC02,90023,C,TI,GEN,Buffed,144,Jumbo,No,Bright
90024SAC02,90024,C,TI,GEN,Buffed,144,Normal,No,Bright
90024YAC02,90024,C,TI,GEN,Buffed,144,Normal,No,Bright
90024YAD02,90024,D,TI,GEN,Buffed,144,Normal,No,Bright
90024BAE02,90024,E,TI,GEN,Buffed,144,Normal,No,Bright
90024BAE02/2N,90024,E,TI,GEN,Buffed,144,Normal,No,Bright
90024KAE02,90024,E,TI,GEN,Buffed,144,Normal,No,Bright
90024SAE02,90024,E,TI,GEN,Buffed,144,Normal,No,Bright
90024YAE02,90024,E,TI,GEN,Buffed,144,Normal,No,Bright
90024YAE02/2N,90024,E,TI,GEN,Buffed,144,Normal,No,Bright
90024SAF02,90024,F,TI,GEN,Buffed,144,Normal,No,Bright
90024YAF02/2N,90024,F,TI,GEN,Buffed,144,Normal,No,Bright
9151BAB02,9151,B,TI,GEN,Buffed,220,Normal,No,Bright
9151SAB02,9151,B,TI,GEN,Buffed,180,Normal,No,Bright
9151YAB02,9151,B,TI,GEN,Buffed,220,Normal,No,Bright
9151BAC02,9151,C,TI,GEN,Buffed,180,Normal,No,Bright
9151YAC02,9151,C,TI,GEN,Buffed,180,Normal,No,Bright
9151BAD02,9151,D,TI,GEN,Buffed,180,Normal,No,Bright
9151KAD02/SSRG,9151,D,TI,GEN,Buffed,180,Normal,No,Bright
9151NAD02,9151,D,TI,GEN,Buffed,180,Normal,No,Bright
9151SAD02,9151,D,TI,GEN,Buffed,180,Normal,No,Bright
9151YAD02,9151,D,TI,GEN,Buffed,180,Normal,No,Bright
9152YAB02,9152,B,TI,GEN,Buffed,220,Normal,No,Bright
9152YAC02,9152,C,TI,GEN,Buffed,220,Normal,No,Bright
9153YFB02,9153,B,TI,GEN,Bi-Finish,220,Normal,Yes,Semi bright
9153YFC02,9153,C,TI,GEN,Bi-Finish,220,Normal,Yes,Semi bright
9154YAB02,9154,B,TI,GEN,Buffed,220,Normal,No,Bright
9154BAC02,9154,C,TI,GEN,Buffed,220,Normal,No,Bright
9154YAC02,9154,C,TI,GEN,Buffed,220,Normal,No,Bright
9154BAD02,9154,D,TI,GEN,Buffed,220,Normal,No,Bright
9154YAD02,9154,D,TI,GEN,Buffed,220,Normal,No,Bright
9159WAB02,9159,B,TI,GEN,Buffed,144,Normal,No,Bright
9159NAD02,9159,D,TI,GEN,Buffed,180,Normal,No,Bright
9159SAD02,9159,D,TI,GEN,Buffed,180,Normal,No,Bright
9159WAD02,9159,D,TI,GEN,Buffed,180,Normal,No,Bright
9162SAD02,9162,D,TI,GEN,Buffed,144,Normal,No,Bright
9162YAD02,9162,D,TI,GEN,Buffed,144,Normal,No,Bright
9171NAB02,9171,B,TI,GEN,Buffed,70,Jumbo,No,Bright
917SAH02,917,H,TI,LAD,Buffed,312,Normal,No,Bright
917YAH02,917,H,TI,LAD,Buffed,312,Normal,No,Bright
917SAJ02,917,J,TI,LAD,Buffed,312,Normal,No,Bright
917YAJ02,917,J,TI,LAD,Buffed,312,Normal,No,Bright
9260YFB02,9260,B,TI,GEN,Bi-Finish,220,Normal,Yes,Semi bright
9264BEC02,9264,C,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
9264SEC02,9264,C,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
9264YEC02,9264,C,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
9264SED02,9264,D,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
9264YED02,9264,D,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
9280BAC02,9280,C,TI,GEN,Buffed,144,Jumbo,No,Bright
9280SAC02,9280,C,TI,GEN,Buffed,144,Jumbo,No,Bright
9280YAC02,9280,C,TI,GEN,Buffed,144,Jumbo,No,Bright
9280SAD02,9280,D,TI,GEN,Buffed,144,Jumbo,No,Bright
9314YAB02,9314,B,TI,GEN,Buffed,144,?,No,Bright
9315BAB02,9315,B,TI,GEN,Buffed,180,Normal,No,Bright
9315YAB02,9315,B,TI,GEN,Buffed,180,Normal,No,Bright
9315BAD02,9315,D,TI,GEN,Buffed,180,Normal,No,Bright
9315YAD02,9315,D,TI,GEN,Buffed,180,Normal,No,Bright
9317BAB02,9317,B,TI,GEN,Buffed,220,Normal,No,Bright
9317YAB02,9317,B,TI,GEN,Buffed,220,Normal,No,Bright
9322SAC02,9322,C,TI,GEN,Buffed,98,Jumbo,No,Bright
9322SAD02,9322,D,TI,GEN,Buffed,70,Jumbo,No,Bright
9322WAD02,9322,D,TI,GEN,Buffed,70,Jumbo,No,Bright
9322SAJ02,9322,J,TI,GEN,Buffed,70,Jumbo,No,Bright
9322SAK02,9322,K,TI,GEN,Buffed,70,Jumbo,No,Bright
9322SAN02,9322,N,TI,GEN,Buffed,70,Jumbo,No,Bright
9322WAN02,9322,N,TI,GEN,Buffed,70,Jumbo,No,Bright
9323SAC02,9323,C,TI,GEN,Buffed,70,Jumbo,No,Bright
9323SAJ02,9323,J,TI,GEN,Buffed,70,Jumbo,No,Bright
9323SAK02,9323,K,TI,GEN,Buffed,98,Jumbo,No,Bright
9323SAL02,9323,L,TI,GEN,Buffed,70,Jumbo,No,Bright
9327BAB02,9327,B,TI,GEN,Buffed,144,Jumbo,No,Bright
9327KAB02,9327,B,TI,GEN,Buffed,144,Jumbo,No,Bright
9327SAB02,9327,B,TI,GEN,Buffed,144,Jumbo,No,Bright
9327KAC02,9327,C,TI,GEN,Buffed,144,Jumbo,No,Bright
9327YAC02,9327,C,TI,GEN,Buffed,144,Jumbo,No,Bright
9327BAD02/2N,9327,D,TI,GEN,Buffed,144,Jumbo,No,Bright
9327KAD02,9327,D,TI,GEN,Buffed,144,Jumbo,No,Bright
9327SAD02,9327,D,TI,GEN,Buffed,144,Jumbo,No,Bright
9336SFB02,9336,B,FT,GEN,Bi-Finish,144,Normal,Yes,Semi bright
9336SFC02,9336,C,FT,GEN,Bi-Finish,144,Normal,Yes,Semi bright
9462ASB02/03,9462,B,FT,GEN,AL,0,Jumbo,NA,NA
9463ASB02/01,9463,B,FT,GEN,AL,0,Jumbo,NA,NA
95003SAB02,95003,B,TI,LAD,Buffed,220,Normal,No,Bright
95003WAB02,95003,B,TI,LAD,Buffed,220,Normal,No,Bright
95003YAB02/2N,95003,B,TI,LAD,Buffed,220,Normal,No,Bright
95032WAB02,95032,B,TI,LAD,Buffed,220,Normal,No,Bright
95036WAB02,95036,B,TI,LAD,Buffed,220,Normal,No,Bright
95043SAB02,95043,B,TI,LAD,Buffed,220,Normal,No,Bright
95043WAB02,95043,B,TI,LAD,Buffed,220,Normal,No,Bright
95043YAB02/2N,95043,B,TI,LAD,Buffed,220,Normal,No,Bright
95047WAB02,95047,B,TI,LAD,Buffed,312,Normal,No,Bright
95048SAB02,95048,B,TI,LAD,Buffed,220,Normal,No,Bright
95048WAB02,95048,B,TI,LAD,Buffed,220,Normal,No,Bright
95048YAB02/2N,95048,B,TI,LAD,Buffed,220,Normal,No,Bright
95095WAB02,95095,B,TI,LAD,Buffed,312,Normal,No,Bright
95095WAB02/CN,95095,B,TI,LAD,Buffed,312,Normal,No,Bright
95095YAB02/HN,95095,B,TI,LAD,Buffed,312,Normal,No,Bright
95096WBB02,95096,B,TI,LAD,Buffed,220,Normal,No,Bright
95106WAB02,95106,B,TI,LAD,Buffed,312,Normal,No,Bright
95106WAB02/CHG,95106,B,TI,LAD,Buffed,312,Normal,No,Bright
95119WAB02,95119,B,TI,LAD,Buffed,220,Normal,No,Bright
95121WAB02,95121,B,TI,LAD,Buffed,220,Normal,No,Bright
95122QEC02/OGR,95122,C,TI,LAD,Bi-Finish,0,Normal,Yes,Semi bright
95122WEC02,95122,C,TI,LAD,Bi-Finish,180,Normal,Yes,Semi bright
954YAD02,954,D,TI,LAD,Buffed,312,Normal,No,Bright
9639YAB02,9639,B,TI,LAD,Buffed,312,Normal,No,Bright
9639SAC02,9639,C,TI,LAD,Buffed,312,Normal,No,Bright
9639YAC02,9639,C,TI,LAD,Buffed,312,Normal,No,Bright
9643YAB02,9643,B,TI,LAD,Buffed,312,?,No,Bright
9644SAB02,9644,B,TI,LAD,Buffed,312,Normal,No,Bright
9644YAB02,9644,B,TI,LAD,Buffed,312,Normal,No,Bright
9665YAB02,9665,B,TI,LAD,Buffed,312,Normal,No,Bright
9701SAB02,9701,B,TI,LAD,Buffed,220,Jumbo,No,Bright
9701WAB02,9701,B,TI,LAD,Buffed,220,Jumbo,No,Bright
9701YAB02/2N,9701,B,TI,LAD,Buffed,220,Jumbo,No,Bright
9703YAB02/2N,9703,B,TI,LAD,Buffed,312,?,No,Bright
9710SEB02,9710,B,TI,LAD,Buffed,144,Jumbo,No,Bright
9710YEB02,9710,B,TI,LAD,Buffed,144,Jumbo,No,Bright
9716SAB02,9716,B,TI,LAD,Buffed,312,Normal,No,Bright
9716WAB02,9716,B,TI,LAD,Buffed,312,Normal,No,Bright
9716YAB02/2N,9716,B,TI,LAD,Buffed,312,Normal,No,Bright
9717SAB02,9717,B,TI,LAD,Buffed,312,Normal,No,Bright
9717YAB02,9717,B,TI,LAD,Buffed,312,Normal,No,Bright
9720SAC02,9720,C,TI,LAD,Buffed,312,Normal,No,Bright
9720YAC02/2N,9720,C,TI,LAD,Buffed,312,Normal,No,Bright
9721SAB02,9721,B,TI,LAD,Buffed,312,Normal,No,Bright
9721WAB02,9721,B,TI,LAD,Buffed,312,Normal,No,Bright
9734SAB02,9734,B,FT,LAD,Buffed,220,Normal,No,Bright
9735NAB02,9735,B,FT,GEN,Buffed,220,Normal,No,Bright
9735SAB02,9735,B,FT,GEN,Buffed,220,Normal,No,Bright
9743KAD02,9743,D,TI,LAD,Buffed,180,Normal,No,Bright
9743SAD02,9743,D,TI,LAD,Buffed,144,Normal,No,Bright
9743WAD02,9743,D,TI,LAD,Buffed,180,Normal,No,Bright
9743YAD02/2N,9743,D,TI,LAD,Buffed,144,Normal,No,Bright
9743SAE02,9743,E,TI,LAD,Buffed,180,Normal,No,Bright
9743YAE02/2N,9743,E,TI,LAD,Buffed,144,Normal,No,Bright
9798SAF02,9798,F,TI,LAD,Buffed,180,Normal,No,Bright
9798WAF02,9798,F,TI,LAD,Buffed,180,Normal,No,Bright
9798YAF02/2N,9798,F,TI,LAD,Buffed,180,Normal,No,Bright
9798SAG02,9798,G,TI,LAD,Buffed,144,Normal,No,Bright
9798WAG02,9798,G,TI,LAD,Buffed,180,Normal,No,Bright
9851SAB02,9851,B,TI,LAD,Buffed,312,Normal,No,Bright
9851YAB02,9851,B,TI,LAD,Buffed,312,Normal,No,Bright
9901WAB02,9901,B,TI,LAD,Buffed,312,?,No,Bright
9903YAB02/2N,9903,B,TI,LAD,Buffed,312,?,No,Bright
9931SAB02,9931,B,TI,LAD,Buffed,312,?,No,Bright
9931WAB02,9931,B,TI,LAD,Buffed,312,?,No,Bright
9932YAB02/2N,9932,B,TI,LAD,Buffed,312,?,No,Bright
B1584SAA02,B1584,A,TI,GEN,Buffed,98,Jumbo,No,Bright
B1773SAA02,B1773,A,TI,GEN,Buffed,144,Jumbo,No,Bright
B1805SAA02,B1805,A,TI,GEN,Buffed,98,Jumbo,No,Bright
2673SAA02,2673,A,TI,LAD,Buffed,0,Normal,No,Bright
2673WAA02,2673,A,TI,LAD,Buffed,0,Normal,No,Bright
2674WAA02,2674,A,TI,LAD,Buffed,0,Normal,No,Bright
1163BAB02-20,1163,B,TI,GEN,Buffed,220,Normal,No,Bright
1311BAB02-20,1311,B,TI,GEN,Buffed,220,?,No,Bright
1506BCC02-20,1506,C,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
1530BEA02-20,1530,A,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
1530BEC02-20,1530,C,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
1557BAA02-20,1557,A,TI,GEN,Buffed,144,Jumbo,No,Bright
1557BAB02-20,1557,B,TI,GEN,Buffed,144,Jumbo,No,Bright
1627BAA02-20,1627,A,TI,GEN,Buffed,98,Jumbo,No,Bright
1627BAD02/2N-20,1627,D,TI,GEN,Buffed,98,Jumbo,No,Bright
1627KAD02/RGSS-20,1627,D,TI,GEN,Buffed,98,Jumbo,No,Bright
1636BEA02-20,1636,A,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
1636BEE02-20,1636,E,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
1636BEH02-20,1636,H,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
1640BEC02-20,1640,C,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
1650BAD02-20,1650,D,TI,GEN,Buffed,144,Jumbo,No,Bright
1734BAA02/2N-20,1734,A,TI,GEN,Buffed,98,Normal,No,Bright
1734KAA02-20,1734,A,TI,GEN,Buffed,98,Normal,No,Bright
1768BCA02/HN-20,1768,A,TI,GEN,Bi-Finish,220,Jumbo,Yes,Semi bright
1775BEA02-20,1775,A,TI,GEN,Buffed,144,Jumbo,No,Bright
1775KEA02/SSRG-20,1775,A,TI,GEN,Buffed,144,Jumbo,No,Bright
1803KEA02/RGSS-20,1803,A,TI,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
1824BAA02-20,1824,A,TI,GEN,Buffed,144,Normal,No,Bright
1825BAA02-20,1825,A,TI,GEN,Buffed,144,Normal,No,Bright
1825KAA02/RGSS-20,1825,A,TI,GEN,Buffed,144,Normal,No,Bright
1825KAC02/SSRG-20,1825,C,TI,GEN,Buffed,144,Normal,No,Bright
1927BAB02-20,1927,B,TI,GEN,Buffed,220,Normal,No,Bright
1927RAB02-20,1927,B,TI,GEN,Buffed,220,Normal,No,Bright
1940BEB02-20,1940,B,TI,GEN,Bi-Finish,220,Normal,Yes,Semi bright
1955BAA02-20,1955,A,TI,GEN,Buffed,220,Normal,No,Bright
1955BAB02-20,1955,B,TI,GEN,Buffed,144,Normal,No,Bright
2131BAB02-20,2131,B,TI,LAD,Buffed,312,Normal,No,Bright
2304BAB02-20,2304,B,TI,LAD,Buffed,312,Normal,No,Bright
2345BAA02-20,2345,A,TI,LAD,Buffed,312,Normal,No,Bright
2471BAA02-20,2471,A,TI,LAD,Buffed,312,Normal,No,Bright
2481BAJ02-20,2481,J,TI,LAD,Buffed,220,Normal,No,Bright
2481KAJ02/SSRG-20,2481,J,TI,LAD,Buffed,220,Normal,No,Bright
2489BAC02-20,2489,C,TI,LAD,Buffed,312,Normal,No,Bright
2544BAB02/2N-20,2544,B,TI,LAD,Buffed,312,Normal,No,Bright
2554KAB02-20,2554,B,TI,LAD,Buffed,180,Normal,No,Bright
2562BAA02/2N-20,2562,A,TI,LAD,Buffed,312,Normal,No,Bright
2562KAA02-20,2562,A,TI,LAD,Buffed,312,Normal,No,Bright
2563BAA02/2N-20,2563,A,TI,LAD,Buffed,220,Normal,No,Bright
2563KAA02-20,2563,A,TI,LAD,Buffed,312,Normal,No,Bright
2584KAA02-20,2584,A,TI,LAD,Buffed,312,Normal,No,Bright
2590BAA02-20,2590,A,TI,LAD,Buffed,180,Normal,No,Bright
2590KAA02/RGSS-20,2590,A,TI,LAD,Buffed,180,Normal,No,Bright
2592KCA02/SSRG-20,2592,A,TI,LAD,Bi-Finish,144,Normal,Yes,Semi bright
2598BAA02-20,2598,A,TI,LAD,Buffed,312,Normal,No,Bright
2598BAB02-20,2598,B,TI,LAD,Buffed,312,Normal,No,Bright
2628BAA02-20,2628,A,TI,LAD,Buffed,220,Normal,No,Bright
2628BAC02-20,2628,C,TI,LAD,Buffed,220,Normal,No,Bright
2638BAA02/2N-20,2638,A,TI,LAD,Buffed,220,Normal,No,Bright
2648KAB02/RGSS-20,2648,B,TI,LAD,Buffed,144,Normal,No,Bright
2927BAB02-20,2927,B,TI,GEN,Buffed,312,Normal,No,Bright
2940BEB02-20,2940,B,TI,LAD,Bi-Finish,312,Normal,Yes,Semi bright
2955BAA02-20,2955,A,TI,LAD,Buffed,312,Normal,No,Bright
6132KAA02-20,6132,A,FT,LAD,Buffed,220,Normal,No,Bright
6134KAA02-20,6134,A,FT,LAD,Buffed,220,Normal,No,Bright
8979BAB02-20,8979,B,SO,LAD,Buffed,312,Jumbo,No,Bright
90023BAC02-20,90023,C,TI,GEN,Buffed,144,Jumbo,No,Bright
90024BAE02-20,90024,E,TI,GEN,Buffed,144,Normal,No,Bright
90024BAE02/2N-20,90024,E,TI,GEN,Buffed,144,Normal,No,Bright
90024KAE02-20,90024,E,TI,GEN,Buffed,144,Normal,No,Bright
9151BAB02-20,9151,B,TI,GEN,Buffed,220,Normal,No,Bright
9151BAC02-20,9151,C,TI,GEN,Buffed,180,Normal,No,Bright
9151BAD02-20,9151,D,TI,GEN,Buffed,180,Normal,No,Bright
9151KAD02/SSRG-20,9151,D,TI,GEN,Buffed,180,Normal,No,Bright
9154BAC02-20,9154,C,TI,GEN,Buffed,220,Normal,No,Bright
9154BAD02-20,9154,D,TI,GEN,Buffed,220,Normal,No,Bright
9264BEC02-20,9264,C,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
9280BAC02-20,9280,C,TI,GEN,Buffed,144,Jumbo,No,Bright
9315BAB02-20,9315,B,TI,GEN,Buffed,180,Normal,No,Bright
9315BAD02-20,9315,D,TI,GEN,Buffed,180,Normal,No,Bright
9317BAB02-20,9317,B,TI,GEN,Buffed,220,Normal,No,Bright
9327BAB02-20,9327,B,TI,GEN,Buffed,144,Jumbo,No,Bright
9327KAB02-20,9327,B,TI,GEN,Buffed,144,Jumbo,No,Bright
9327KAC02-20,9327,C,TI,GEN,Buffed,144,Jumbo,No,Bright
9327BAD02/2N-20,9327,D,TI,GEN,Buffed,144,Jumbo,No,Bright
9327KAD02-20,9327,D,TI,GEN,Buffed,144,Jumbo,No,Bright
9743KAD02-20,9743,D,TI,LAD,Buffed,180,Normal,No,Bright
1506BCF02/2N,1506,F,TI,GEN,Bi-Finish,180,JUMBO,Yes,Semi bright
1506YCF02/2N,1506,F,TI,GEN,Bi-Finish,180,NORMAL,Yes,Semi bright
1521YAP02/2N,1521,P,TI,GEN,Buffed,144,NORMAL,No,Bright
1627BAJ02/2N,1627,J,TI,GEN,Buffed,98,JUMBO,No,Bright
1627YAK02/2N,1627,K,TI,GEN,Buffed,98,JUMBO,No,Bright
1636BEG02,1636,G,TI,GEN,Bi-Finish,144,NORMAL,Yes,Semi bright
1636SEG02,1636,G,TI,GEN,Bi-Finish,144,NORMAL,Yes,Semi bright
1636YEG02,1636,G,TI,GEN,Bi-Finish,144,NORMAL,Yes,Semi bright
1927YAF02,1927,F,TI,GEN,Buffed,180,NORMAL,No,Bright
2480NAU02,2480,U,TI,LAD,Buffed,144,NORMAL,No,Bright
